GeographyKey;CustomerAlternateKey
334;AW00024492
55;AW00024493
2;AW00024494
25;AW00024495
66;AW00024496
632;AW00024497
552;AW00024498
372;AW00024499
633;AW00024500
50;AW00024501
13;AW00024502
4;AW00024503
5;AW00024504
30;AW00024505
38;AW00024506
614;AW00024507
545;AW00024508
641;AW00024509
644;AW00024510
553;AW00024511
302;AW00024512
310;AW00024513
339;AW00024514
359;AW00024515
310;AW00024516
314;AW00024517
334;AW00024518
355;AW00024519
301;AW00024520
623;AW00024521
369;AW00024522
310;AW00024523
311;AW00024524
51;AW00024525
335;AW00024526
368;AW00024527
310;AW00024528
299;AW00024529
612;AW00024530
151;AW00024531
176;AW00024532
237;AW00024533
258;AW00024534
188;AW00024535
133;AW00024536
254;AW00024537
215;AW00024538
209;AW00024539
234;AW00024540
271;AW00024541
194;AW00024542
218;AW00024543
123;AW00024544
271;AW00024545
267;AW00024546
156;AW00024547
160;AW00024548
230;AW00024549
247;AW00024550
220;AW00024551
222;AW00024552
120;AW00024553
256;AW00024554
263;AW00024555
217;AW00024556
275;AW00024557
231;AW00024558
226;AW00024559
184;AW00024560
174;AW00024561
147;AW00024562
133;AW00024563
128;AW00024564
135;AW00024565
277;AW00024566
199;AW00024567
238;AW00024568
262;AW00024569
220;AW00024570
211;AW00024571
154;AW00024572
248;AW00024573
240;AW00024574
241;AW00024575
243;AW00024576
276;AW00024577
223;AW00024578
155;AW00024579
161;AW00024580
262;AW00024581
276;AW00024582
277;AW00024583
14;AW00024584
32;AW00024585
23;AW00024586
20;AW00024587
6;AW00024588
22;AW00024589
19;AW00024590
27;AW00024591
29;AW00024592
18;AW00024593
23;AW00024594
5;AW00024595
19;AW00024596
18;AW00024597
31;AW00024598
37;AW00024599
34;AW00024600
34;AW00024601
11;AW00024602
25;AW00024603
18;AW00024604
27;AW00024605
36;AW00024606
26;AW00024607
24;AW00024608
34;AW00024609
3;AW00024610
28;AW00024611
40;AW00024612
36;AW00024613
37;AW00024614
35;AW00024615
358;AW00024616
612;AW00024617
307;AW00024618
316;AW00024619
322;AW00024620
49;AW00024621
553;AW00024622
609;AW00024623
322;AW00024624
49;AW00024625
336;AW00024626
53;AW00024627
336;AW00024628
348;AW00024629
71;AW00024630
310;AW00024631
644;AW00024632
552;AW00024633
611;AW00024634
361;AW00024635
542;AW00024636
64;AW00024637
348;AW00024638
50;AW00024639
300;AW00024640
331;AW00024641
552;AW00024642
374;AW00024643
316;AW00024644
612;AW00024645
62;AW00024646
53;AW00024647
326;AW00024648
53;AW00024649
336;AW00024650
631;AW00024651
614;AW00024652
626;AW00024653
329;AW00024654
301;AW00024655
310;AW00024656
642;AW00024657
642;AW00024658
66;AW00024659
383;AW00024660
50;AW00024661
372;AW00024662
49;AW00024663
51;AW00024664
56;AW00024665
60;AW00024666
637;AW00024667
312;AW00024668
361;AW00024669
369;AW00024670
56;AW00024671
642;AW00024672
345;AW00024673
372;AW00024674
383;AW00024675
637;AW00024676
302;AW00024677
312;AW00024678
347;AW00024679
359;AW00024680
368;AW00024681
56;AW00024682
302;AW00024683
326;AW00024684
336;AW00024685
359;AW00024686
616;AW00024687
359;AW00024688
229;AW00024689
155;AW00024690
147;AW00024691
147;AW00024692
208;AW00024693
126;AW00024694
223;AW00024695
138;AW00024696
255;AW00024697
131;AW00024698
269;AW00024699
211;AW00024700
194;AW00024701
249;AW00024702
269;AW00024703
172;AW00024704
252;AW00024705
156;AW00024706
207;AW00024707
207;AW00024708
184;AW00024709
124;AW00024710
138;AW00024711
233;AW00024712
207;AW00024713
237;AW00024714
223;AW00024715
160;AW00024716
121;AW00024717
145;AW00024718
132;AW00024719
233;AW00024720
253;AW00024721
162;AW00024722
177;AW00024723
201;AW00024724
542;AW00024725
552;AW00024726
612;AW00024727
360;AW00024728
55;AW00024729
58;AW00024730
62;AW00024731
546;AW00024732
52;AW00024733
612;AW00024734
307;AW00024735
543;AW00024736
633;AW00024737
325;AW00024738
343;AW00024739
609;AW00024740
644;AW00024741
316;AW00024742
641;AW00024743
49;AW00024744
352;AW00024745
52;AW00024746
300;AW00024747
50;AW00024748
311;AW00024749
352;AW00024750
616;AW00024751
609;AW00024752
316;AW00024753
383;AW00024754
59;AW00024755
329;AW00024756
41;AW00024757
623;AW00024758
68;AW00024759
553;AW00024760
307;AW00024761
612;AW00024762
66;AW00024763
616;AW00024764
637;AW00024765
642;AW00024766
644;AW00024767
310;AW00024768
310;AW00024769
374;AW00024770
52;AW00024771
347;AW00024772
69;AW00024773
548;AW00024774
310;AW00024775
361;AW00024776
355;AW00024777
52;AW00024778
627;AW00024779
631;AW00024780
41;AW00024781
300;AW00024782
307;AW00024783
335;AW00024784
623;AW00024785
60;AW00024786
634;AW00024787
614;AW00024788
300;AW00024789
301;AW00024790
612;AW00024791
310;AW00024792
336;AW00024793
552;AW00024794
539;AW00024795
338;AW00024796
611;AW00024797
609;AW00024798
308;AW00024799
609;AW00024800
635;AW00024801
326;AW00024802
543;AW00024803
310;AW00024804
49;AW00024805
299;AW00024806
307;AW00024807
334;AW00024808
348;AW00024809
360;AW00024810
325;AW00024811
307;AW00024812
311;AW00024813
614;AW00024814
307;AW00024815
51;AW00024816
66;AW00024817
612;AW00024818
618;AW00024819
627;AW00024820
648;AW00024821
310;AW00024822
310;AW00024823
59;AW00024824
68;AW00024825
611;AW00024826
331;AW00024827
299;AW00024828
325;AW00024829
612;AW00024830
383;AW00024831
55;AW00024832
199;AW00024833
129;AW00024834
243;AW00024835
208;AW00024836
147;AW00024837
162;AW00024838
123;AW00024839
236;AW00024840
215;AW00024841
225;AW00024842
175;AW00024843
186;AW00024844
184;AW00024845
142;AW00024846
241;AW00024847
163;AW00024848
224;AW00024849
177;AW00024850
229;AW00024851
273;AW00024852
279;AW00024853
120;AW00024854
133;AW00024855
176;AW00024856
236;AW00024857
243;AW00024858
245;AW00024859
278;AW00024860
220;AW00024861
205;AW00024862
179;AW00024863
163;AW00024864
261;AW00024865
193;AW00024866
134;AW00024867
244;AW00024868
257;AW00024869
262;AW00024870
226;AW00024871
204;AW00024872
173;AW00024873
219;AW00024874
141;AW00024875
178;AW00024876
222;AW00024877
210;AW00024878
170;AW00024879
233;AW00024880
268;AW00024881
189;AW00024882
166;AW00024883
12;AW00024884
36;AW00024885
19;AW00024886
30;AW00024887
35;AW00024888
4;AW00024889
36;AW00024890
20;AW00024891
20;AW00024892
36;AW00024893
18;AW00024894
2;AW00024895
27;AW00024896
17;AW00024897
29;AW00024898
11;AW00024899
11;AW00024900
10;AW00024901
40;AW00024902
24;AW00024903
31;AW00024904
10;AW00024905
15;AW00024906
31;AW00024907
21;AW00024908
16;AW00024909
15;AW00024910
21;AW00024911
34;AW00024912
17;AW00024913
37;AW00024914
25;AW00024915
24;AW00024916
28;AW00024917
38;AW00024918
23;AW00024919
35;AW00024920
11;AW00024921
31;AW00024922
12;AW00024923
31;AW00024924
307;AW00024925
315;AW00024926
626;AW00024927
339;AW00024928
633;AW00024929
338;AW00024930
642;AW00024931
348;AW00024932
301;AW00024933
312;AW00024934
311;AW00024935
546;AW00024936
612;AW00024937
638;AW00024938
62;AW00024939
311;AW00024940
547;AW00024941
299;AW00024942
612;AW00024943
299;AW00024944
634;AW00024945
311;AW00024946
53;AW00024947
315;AW00024948
623;AW00024949
374;AW00024950
359;AW00024951
543;AW00024952
637;AW00024953
343;AW00024954
307;AW00024955
298;AW00024956
334;AW00024957
310;AW00024958
299;AW00024959
49;AW00024960
644;AW00024961
626;AW00024962
300;AW00024963
614;AW00024964
641;AW00024965
631;AW00024966
51;AW00024967
547;AW00024968
633;AW00024969
548;AW00024970
302;AW00024971
322;AW00024972
337;AW00024973
337;AW00024974
65;AW00024975
64;AW00024976
69;AW00024977
611;AW00024978
614;AW00024979
336;AW00024980
633;AW00024981
301;AW00024982
343;AW00024983
347;AW00024984
374;AW00024985
59;AW00024986
301;AW00024987
368;AW00024988
546;AW00024989
368;AW00024990
618;AW00024991
307;AW00024992
310;AW00024993
358;AW00024994
69;AW00024995
300;AW00024996
302;AW00024997
302;AW00024998
307;AW00024999
637;AW00025000
18;AW00025001
50;AW00025002
609;AW00025003
611;AW00025004
543;AW00025005
648;AW00025006
299;AW00025007
314;AW00025008
21;AW00025009
23;AW00025010
13;AW00025011
2;AW00025012
25;AW00025013
336;AW00025014
352;AW00025015
59;AW00025016
6;AW00025017
352;AW00025018
24;AW00025019
17;AW00025020
2;AW00025021
18;AW00025022
301;AW00025023
307;AW00025024
372;AW00025025
24;AW00025026
9;AW00025027
10;AW00025028
13;AW00025029
28;AW00025030
16;AW00025031
18;AW00025032
7;AW00025033
28;AW00025034
10;AW00025035
4;AW00025036
30;AW00025037
612;AW00025038
542;AW00025039
548;AW00025040
648;AW00025041
298;AW00025042
302;AW00025043
385;AW00025044
609;AW00025045
57;AW00025046
352;AW00025047
49;AW00025048
312;AW00025049
312;AW00025050
19;AW00025051
18;AW00025052
17;AW00025053
24;AW00025054
33;AW00025055
31;AW00025056
27;AW00025057
22;AW00025058
546;AW00025059
312;AW00025060
68;AW00025061
71;AW00025062
609;AW00025063
374;AW00025064
637;AW00025065
62;AW00025066
618;AW00025067
307;AW00025068
612;AW00025069
49;AW00025070
339;AW00025071
548;AW00025072
539;AW00025073
543;AW00025074
358;AW00025075
336;AW00025076
642;AW00025077
338;AW00025078
632;AW00025079
302;AW00025080
322;AW00025081
299;AW00025082
299;AW00025083
553;AW00025084
331;AW00025085
299;AW00025086
612;AW00025087
337;AW00025088
612;AW00025089
49;AW00025090
311;AW00025091
337;AW00025092
55;AW00025093
68;AW00025094
69;AW00025095
609;AW00025096
545;AW00025097
539;AW00025098
368;AW00025099
49;AW00025100
57;AW00025101
299;AW00025102
311;AW00025103
71;AW00025104
311;AW00025105
22;AW00025106
36;AW00025107
19;AW00025108
26;AW00025109
21;AW00025110
30;AW00025111
4;AW00025112
12;AW00025113
13;AW00025114
19;AW00025115
8;AW00025116
7;AW00025117
5;AW00025118
4;AW00025119
4;AW00025120
25;AW00025121
32;AW00025122
2;AW00025123
6;AW00025124
36;AW00025125
7;AW00025126
15;AW00025127
22;AW00025128
17;AW00025129
11;AW00025130
36;AW00025131
33;AW00025132
11;AW00025133
17;AW00025134
39;AW00025135
39;AW00025136
27;AW00025137
19;AW00025138
20;AW00025139
26;AW00025140
251;AW00025141
197;AW00025142
190;AW00025143
144;AW00025144
171;AW00025145
552;AW00025146
68;AW00025147
307;AW00025148
632;AW00025149
337;AW00025150
329;AW00025151
331;AW00025152
632;AW00025153
301;AW00025154
311;AW00025155
336;AW00025156
66;AW00025157
611;AW00025158
637;AW00025159
642;AW00025160
343;AW00025161
374;AW00025162
334;AW00025163
301;AW00025164
298;AW00025165
345;AW00025166
358;AW00025167
299;AW00025168
352;AW00025169
618;AW00025170
543;AW00025171
348;AW00025172
54;AW00025173
491;AW00025174
618;AW00025175
347;AW00025176
49;AW00025177
614;AW00025178
614;AW00025179
626;AW00025180
547;AW00025181
548;AW00025182
637;AW00025183
310;AW00025184
355;AW00025185
369;AW00025186
546;AW00025187
66;AW00025188
611;AW00025189
553;AW00025190
339;AW00025191
612;AW00025192
626;AW00025193
548;AW00025194
311;AW00025195
52;AW00025196
385;AW00025197
347;AW00025198
316;AW00025199
641;AW00025200
314;AW00025201
545;AW00025202
298;AW00025203
374;AW00025204
300;AW00025205
334;AW00025206
634;AW00025207
316;AW00025208
63;AW00025209
20;AW00025210
8;AW00025211
35;AW00025212
28;AW00025213
28;AW00025214
32;AW00025215
29;AW00025216
20;AW00025217
34;AW00025218
13;AW00025219
21;AW00025220
11;AW00025221
36;AW00025222
18;AW00025223
3;AW00025224
29;AW00025225
4;AW00025226
6;AW00025227
12;AW00025228
16;AW00025229
32;AW00025230
19;AW00025231
22;AW00025232
40;AW00025233
31;AW00025234
4;AW00025235
9;AW00025236
26;AW00025237
17;AW00025238
40;AW00025239
19;AW00025240
32;AW00025241
11;AW00025242
28;AW00025243
4;AW00025244
2;AW00025245
32;AW00025246
31;AW00025247
38;AW00025248
4;AW00025249
23;AW00025250
24;AW00025251
2;AW00025252
618;AW00025253
612;AW00025254
360;AW00025255
65;AW00025256
307;AW00025257
310;AW00025258
641;AW00025259
648;AW00025260
326;AW00025261
36;AW00025262
12;AW00025263
298;AW00025264
50;AW00025265
31;AW00025266
6;AW00025267
15;AW00025268
19;AW00025269
29;AW00025270
13;AW00025271
16;AW00025272
17;AW00025273
627;AW00025274
632;AW00025275
648;AW00025276
311;AW00025277
315;AW00025278
372;AW00025279
374;AW00025280
635;AW00025281
312;AW00025282
338;AW00025283
315;AW00025284
614;AW00025285
374;AW00025286
52;AW00025287
51;AW00025288
546;AW00025289
545;AW00025290
616;AW00025291
359;AW00025292
542;AW00025293
12;AW00025294
35;AW00025295
208;AW00025296
173;AW00025297
240;AW00025298
187;AW00025299
157;AW00025300
235;AW00025301
176;AW00025302
147;AW00025303
269;AW00025304
145;AW00025305
134;AW00025306
175;AW00025307
235;AW00025308
115;AW00025309
149;AW00025310
183;AW00025311
246;AW00025312
237;AW00025313
207;AW00025314
231;AW00025315
205;AW00025316
172;AW00025317
175;AW00025318
185;AW00025319
203;AW00025320
197;AW00025321
163;AW00025322
147;AW00025323
275;AW00025324
279;AW00025325
221;AW00025326
69;AW00025327
50;AW00025328
310;AW00025329
372;AW00025330
65;AW00025331
69;AW00025332
536;AW00025333
614;AW00025334
49;AW00025335
614;AW00025336
545;AW00025337
546;AW00025338
329;AW00025339
53;AW00025340
331;AW00025341
627;AW00025342
343;AW00025343
626;AW00025344
339;AW00025345
631;AW00025346
50;AW00025347
358;AW00025348
50;AW00025349
301;AW00025350
545;AW00025351
542;AW00025352
637;AW00025353
385;AW00025354
614;AW00025355
612;AW00025356
302;AW00025357
553;AW00025358
337;AW00025359
338;AW00025360
60;AW00025361
314;AW00025362
62;AW00025363
626;AW00025364
312;AW00025365
322;AW00025366
64;AW00025367
637;AW00025368
325;AW00025369
641;AW00025370
49;AW00025371
285;AW00025372
310;AW00025373
314;AW00025374
372;AW00025375
339;AW00025376
314;AW00025377
547;AW00025378
609;AW00025379
642;AW00025380
310;AW00025381
311;AW00025382
618;AW00025383
335;AW00025384
314;AW00025385
316;AW00025386
635;AW00025387
310;AW00025388
311;AW00025389
298;AW00025390
322;AW00025391
641;AW00025392
66;AW00025393
539;AW00025394
638;AW00025395
315;AW00025396
316;AW00025397
358;AW00025398
361;AW00025399
372;AW00025400
385;AW00025401
546;AW00025402
369;AW00025403
345;AW00025404
612;AW00025405
299;AW00025406
537;AW00025407
49;AW00025408
311;AW00025409
335;AW00025410
345;AW00025411
616;AW00025412
631;AW00025413
312;AW00025414
314;AW00025415
359;AW00025416
302;AW00025417
329;AW00025418
298;AW00025419
638;AW00025420
536;AW00025421
336;AW00025422
310;AW00025423
609;AW00025424
335;AW00025425
307;AW00025426
300;AW00025427
641;AW00025428
312;AW00025429
369;AW00025430
302;AW00025431
303;AW00025432
62;AW00025433
311;AW00025434
616;AW00025435
345;AW00025436
52;AW00025437
641;AW00025438
307;AW00025439
311;AW00025440
343;AW00025441
211;AW00025442
124;AW00025443
118;AW00025444
175;AW00025445
236;AW00025446
267;AW00025447
275;AW00025448
133;AW00025449
177;AW00025450
167;AW00025451
215;AW00025452
263;AW00025453
270;AW00025454
146;AW00025455
220;AW00025456
209;AW00025457
216;AW00025458
134;AW00025459
128;AW00025460
189;AW00025461
133;AW00025462
208;AW00025463
208;AW00025464
273;AW00025465
223;AW00025466
270;AW00025467
150;AW00025468
183;AW00025469
243;AW00025470
221;AW00025471
158;AW00025472
190;AW00025473
274;AW00025474
196;AW00025475
217;AW00025476
231;AW00025477
208;AW00025478
210;AW00025479
241;AW00025480
265;AW00025481
259;AW00025482
192;AW00025483
220;AW00025484
206;AW00025485
174;AW00025486
120;AW00025487
238;AW00025488
242;AW00025489
199;AW00025490
213;AW00025491
162;AW00025492
269;AW00025493
180;AW00025494
211;AW00025495
222;AW00025496
117;AW00025497
166;AW00025498
276;AW00025499
276;AW00025500
236;AW00025501
251;AW00025502
196;AW00025503
143;AW00025504
252;AW00025505
273;AW00025506
193;AW00025507
147;AW00025508
162;AW00025509
257;AW00025510
266;AW00025511
234;AW00025512
190;AW00025513
207;AW00025514
226;AW00025515
178;AW00025516
184;AW00025517
200;AW00025518
203;AW00025519
210;AW00025520
152;AW00025521
118;AW00025522
279;AW00025523
157;AW00025524
153;AW00025525
177;AW00025526
223;AW00025527
121;AW00025528
117;AW00025529
170;AW00025530
230;AW00025531
222;AW00025532
153;AW00025533
184;AW00025534
210;AW00025535
177;AW00025536
237;AW00025537
191;AW00025538
185;AW00025539
211;AW00025540
151;AW00025541
218;AW00025542
144;AW00025543
263;AW00025544
265;AW00025545
261;AW00025546
264;AW00025547
155;AW00025548
211;AW00025549
129;AW00025550
117;AW00025551
162;AW00025552
278;AW00025553
216;AW00025554
9;AW00025555
21;AW00025556
23;AW00025557
4;AW00025558
5;AW00025559
33;AW00025560
16;AW00025561
7;AW00025562
16;AW00025563
19;AW00025564
39;AW00025565
9;AW00025566
22;AW00025567
22;AW00025568
212;AW00025569
197;AW00025570
171;AW00025571
239;AW00025572
249;AW00025573
224;AW00025574
162;AW00025575
262;AW00025576
265;AW00025577
265;AW00025578
225;AW00025579
190;AW00025580
161;AW00025581
238;AW00025582
172;AW00025583
270;AW00025584
279;AW00025585
190;AW00025586
121;AW00025587
222;AW00025588
161;AW00025589
173;AW00025590
178;AW00025591
270;AW00025592
218;AW00025593
222;AW00025594
117;AW00025595
119;AW00025596
173;AW00025597
269;AW00025598
236;AW00025599
198;AW00025600
161;AW00025601
145;AW00025602
236;AW00025603
253;AW00025604
268;AW00025605
194;AW00025606
218;AW00025607
263;AW00025608
263;AW00025609
133;AW00025610
231;AW00025611
258;AW00025612
192;AW00025613
200;AW00025614
243;AW00025615
273;AW00025616
217;AW00025617
135;AW00025618
224;AW00025619
49;AW00025620
59;AW00025621
539;AW00025622
539;AW00025623
635;AW00025624
147;AW00025625
238;AW00025626
271;AW00025627
241;AW00025628
117;AW00025629
224;AW00025630
252;AW00025631
250;AW00025632
150;AW00025633
208;AW00025634
157;AW00025635
233;AW00025636
279;AW00025637
226;AW00025638
192;AW00025639
117;AW00025640
244;AW00025641
244;AW00025642
201;AW00025643
224;AW00025644
165;AW00025645
245;AW00025646
279;AW00025647
223;AW00025648
190;AW00025649
164;AW00025650
120;AW00025651
215;AW00025652
118;AW00025653
193;AW00025654
243;AW00025655
268;AW00025656
238;AW00025657
164;AW00025658
230;AW00025659
221;AW00025660
217;AW00025661
198;AW00025662
189;AW00025663
172;AW00025664
226;AW00025665
183;AW00025666
149;AW00025667
234;AW00025668
277;AW00025669
187;AW00025670
142;AW00025671
217;AW00025672
224;AW00025673
150;AW00025674
264;AW00025675
267;AW00025676
207;AW00025677
145;AW00025678
222;AW00025679
123;AW00025680
155;AW00025681
245;AW00025682
193;AW00025683
174;AW00025684
162;AW00025685
240;AW00025686
269;AW00025687
223;AW00025688
269;AW00025689
279;AW00025690
120;AW00025691
264;AW00025692
185;AW00025693
212;AW00025694
184;AW00025695
184;AW00025696
186;AW00025697
223;AW00025698
261;AW00025699
223;AW00025700
255;AW00025701
144;AW00025702
251;AW00025703
33;AW00025704
30;AW00025705
21;AW00025706
29;AW00025707
23;AW00025708
35;AW00025709
6;AW00025710
38;AW00025711
33;AW00025712
39;AW00025713
14;AW00025714
11;AW00025715
13;AW00025716
9;AW00025717
30;AW00025718
126;AW00025719
134;AW00025720
251;AW00025721
208;AW00025722
223;AW00025723
115;AW00025724
178;AW00025725
243;AW00025726
243;AW00025727
249;AW00025728
127;AW00025729
131;AW00025730
253;AW00025731
253;AW00025732
210;AW00025733
141;AW00025734
154;AW00025735
177;AW00025736
130;AW00025737
149;AW00025738
249;AW00025739
208;AW00025740
277;AW00025741
158;AW00025742
211;AW00025743
171;AW00025744
132;AW00025745
240;AW00025746
246;AW00025747
243;AW00025748
185;AW00025749
272;AW00025750
146;AW00025751
215;AW00025752
276;AW00025753
151;AW00025754
256;AW00025755
140;AW00025756
249;AW00025757
147;AW00025758
208;AW00025759
265;AW00025760
238;AW00025761
153;AW00025762
611;AW00025763
611;AW00025764
543;AW00025765
637;AW00025766
642;AW00025767
153;AW00025768
118;AW00025769
191;AW00025770
147;AW00025771
159;AW00025772
160;AW00025773
248;AW00025774
255;AW00025775
269;AW00025776
187;AW00025777
237;AW00025778
174;AW00025779
158;AW00025780
256;AW00025781
249;AW00025782
251;AW00025783
266;AW00025784
236;AW00025785
226;AW00025786
190;AW00025787
146;AW00025788
221;AW00025789
184;AW00025790
224;AW00025791
127;AW00025792
157;AW00025793
129;AW00025794
171;AW00025795
252;AW00025796
189;AW00025797
234;AW00025798
262;AW00025799
234;AW00025800
263;AW00025801
120;AW00025802
133;AW00025803
239;AW00025804
265;AW00025805
220;AW00025806
199;AW00025807
202;AW00025808
13;AW00025809
35;AW00025810
23;AW00025811
29;AW00025812
13;AW00025813
29;AW00025814
3;AW00025815
15;AW00025816
18;AW00025817
20;AW00025818
27;AW00025819
36;AW00025820
39;AW00025821
16;AW00025822
37;AW00025823
3;AW00025824
16;AW00025825
36;AW00025826
13;AW00025827
15;AW00025828
12;AW00025829
4;AW00025830
23;AW00025831
7;AW00025832
536;AW00025833
335;AW00025834
368;AW00025835
299;AW00025836
345;AW00025837
331;AW00025838
307;AW00025839
298;AW00025840
299;AW00025841
345;AW00025842
633;AW00025843
312;AW00025844
54;AW00025845
623;AW00025846
616;AW00025847
329;AW00025848
301;AW00025849
52;AW00025850
609;AW00025851
626;AW00025852
641;AW00025853
302;AW00025854
609;AW00025855
307;AW00025856
552;AW00025857
545;AW00025858
542;AW00025859
301;AW00025860
385;AW00025861
312;AW00025862
543;AW00025863
68;AW00025864
623;AW00025865
552;AW00025866
385;AW00025867
385;AW00025868
634;AW00025869
543;AW00025870
618;AW00025871
638;AW00025872
52;AW00025873
631;AW00025874
60;AW00025875
644;AW00025876
644;AW00025877
338;AW00025878
339;AW00025879
355;AW00025880
358;AW00025881
359;AW00025882
71;AW00025883
55;AW00025884
66;AW00025885
627;AW00025886
633;AW00025887
642;AW00025888
301;AW00025889
302;AW00025890
385;AW00025891
60;AW00025892
611;AW00025893
301;AW00025894
546;AW00025895
539;AW00025896
359;AW00025897
607;AW00025898
329;AW00025899
631;AW00025900
337;AW00025901
634;AW00025902
609;AW00025903
618;AW00025904
339;AW00025905
29;AW00025906
36;AW00025907
337;AW00025908
343;AW00025909
343;AW00025910
51;AW00025911
33;AW00025912
6;AW00025913
637;AW00025914
637;AW00025915
301;AW00025916
316;AW00025917
2;AW00025918
4;AW00025919
38;AW00025920
14;AW00025921
18;AW00025922
31;AW00025923
355;AW00025924
49;AW00025925
10;AW00025926
12;AW00025927
13;AW00025928
626;AW00025929
626;AW00025930
632;AW00025931
547;AW00025932
322;AW00025933
336;AW00025934
5;AW00025935
30;AW00025936
16;AW00025937
20;AW00025938
39;AW00025939
16;AW00025940
22;AW00025941
359;AW00025942
347;AW00025943
34;AW00025944
18;AW00025945
19;AW00025946
34;AW00025947
22;AW00025948
15;AW00025949
627;AW00025950
300;AW00025951
310;AW00025952
311;AW00025953
361;AW00025954
369;AW00025955
539;AW00025956
385;AW00025957
11;AW00025958
335;AW00025959
31;AW00025960
39;AW00025961
626;AW00025962
623;AW00025963
542;AW00025964
345;AW00025965
359;AW00025966
339;AW00025967
546;AW00025968
325;AW00025969
614;AW00025970
59;AW00025971
552;AW00025972
543;AW00025973
325;AW00025974
611;AW00025975
316;AW00025976
385;AW00025977
331;AW00025978
536;AW00025979
635;AW00025980
66;AW00025981
648;AW00025982
546;AW00025983
335;AW00025984
347;AW00025985
638;AW00025986
298;AW00025987
536;AW00025988
66;AW00025989
547;AW00025990
52;AW00025991
69;AW00025992
609;AW00025993
552;AW00025994
62;AW00025995
383;AW00025996
339;AW00025997
634;AW00025998
71;AW00025999
369;AW00026000
539;AW00026001
548;AW00026002
307;AW00026003
348;AW00026004
547;AW00026005
607;AW00026006
347;AW00026007
315;AW00026008
315;AW00026009
611;AW00026010
302;AW00026011
343;AW00026012
55;AW00026013
352;AW00026014
331;AW00026015
299;AW00026016
301;AW00026017
626;AW00026018
40;AW00026019
34;AW00026020
16;AW00026021
22;AW00026022
23;AW00026023
7;AW00026024
21;AW00026025
27;AW00026026
29;AW00026027
18;AW00026028
32;AW00026029
19;AW00026030
27;AW00026031
14;AW00026032
22;AW00026033
25;AW00026034
38;AW00026035
4;AW00026036
240;AW00026037
162;AW00026038
552;AW00026039
52;AW00026040
609;AW00026041
337;AW00026042
611;AW00026043
361;AW00026044
545;AW00026045
298;AW00026046
618;AW00026047
311;AW00026048
49;AW00026049
611;AW00026050
59;AW00026051
612;AW00026052
614;AW00026053
627;AW00026054
648;AW00026055
298;AW00026056
301;AW00026057
315;AW00026058
352;AW00026059
361;AW00026060
385;AW00026061
607;AW00026062
609;AW00026063
641;AW00026064
299;AW00026065
299;AW00026066
335;AW00026067
631;AW00026068
52;AW00026069
298;AW00026070
311;AW00026071
300;AW00026072
63;AW00026073
68;AW00026074
644;AW00026075
51;AW00026076
66;AW00026077
609;AW00026078
609;AW00026079
616;AW00026080
637;AW00026081
335;AW00026082
361;AW00026083
372;AW00026084
55;AW00026085
618;AW00026086
545;AW00026087
637;AW00026088
298;AW00026089
298;AW00026090
369;AW00026091
609;AW00026092
316;AW00026093
348;AW00026094
64;AW00026095
301;AW00026096
360;AW00026097
383;AW00026098
60;AW00026099
63;AW00026100
609;AW00026101
536;AW00026102
614;AW00026103
547;AW00026104
310;AW00026105
338;AW00026106
345;AW00026107
361;AW00026108
359;AW00026109
612;AW00026110
337;AW00026111
644;AW00026112
59;AW00026113
299;AW00026114
49;AW00026115
607;AW00026116
307;AW00026117
348;AW00026118
300;AW00026119
307;AW00026120
347;AW00026121
338;AW00026122
343;AW00026123
311;AW00026124
641;AW00026125
338;AW00026126
608;AW00026127
348;AW00026128
2;AW00026129
31;AW00026130
39;AW00026131
33;AW00026132
36;AW00026133
24;AW00026134
7;AW00026135
8;AW00026136
26;AW00026137
10;AW00026138
8;AW00026139
2;AW00026140
27;AW00026141
34;AW00026142
6;AW00026143
39;AW00026144
20;AW00026145
25;AW00026146
30;AW00026147
40;AW00026148
23;AW00026149
12;AW00026150
26;AW00026151
11;AW00026152
21;AW00026153
22;AW00026154
5;AW00026155
13;AW00026156
38;AW00026157
36;AW00026158
18;AW00026159
27;AW00026160
33;AW00026161
3;AW00026162
12;AW00026163
27;AW00026164
26;AW00026165
37;AW00026166
17;AW00026167
614;AW00026168
358;AW00026169
361;AW00026170
311;AW00026171
300;AW00026172
70;AW00026173
548;AW00026174
542;AW00026175
62;AW00026176
68;AW00026177
553;AW00026178
4;AW00026179
56;AW00026180
616;AW00026181
28;AW00026182
298;AW00026183
611;AW00026184
59;AW00026185
4;AW00026186
25;AW00026187
26;AW00026188
37;AW00026189
7;AW00026190
4;AW00026191
25;AW00026192
300;AW00026193
315;AW00026194
343;AW00026195
329;AW00026196
612;AW00026197
336;AW00026198
385;AW00026199
53;AW00026200
369;AW00026201
54;AW00026202
329;AW00026203
13;AW00026204
242;AW00026205
257;AW00026206
262;AW00026207
273;AW00026208
161;AW00026209
229;AW00026210
248;AW00026211
133;AW00026212
214;AW00026213
238;AW00026214
260;AW00026215
244;AW00026216
270;AW00026217
231;AW00026218
234;AW00026219
234;AW00026220
117;AW00026221
257;AW00026222
172;AW00026223
226;AW00026224
207;AW00026225
159;AW00026226
172;AW00026227
173;AW00026228
147;AW00026229
156;AW00026230
180;AW00026231
234;AW00026232
154;AW00026233
299;AW00026234
64;AW00026235
612;AW00026236
311;AW00026237
343;AW00026238
